Time (CST),ST_10 cm_C,ST_50 cm_C,ST_100 cm_C,AvgAirTemp_C,AvgRelHum_%,AvgWindSpeed_m/s,AvgWindDir_Deg,TotalSolRad_MJ/m2,Rainfall_mm,Snow Depth_mm,SoilMoisture
2/10/2019,-4.298166667,-1.4265,0.81975,-21.9225,78.86208333,2.700708333,193.9344167,0.290541667,0,381,0.4019
2/11/2019,-4.08325,-1.436583333,0.780625,-16.771875,83.48958333,1.547125,192.0983333,0.247458333,0,373,0.4019
2/12/2019,-3.1985,-1.335791667,0.792208333,-11.26908333,86.275,3.23425,242.3937917,0.381375,0,369,0.4018
2/13/2019,-2.986583333,-1.215333333,0.741333333,-18.17125,82.19875,2.466625,221.0666667,0.344208333,0,424,0.4018
2/14/2019,-3.048458333,-1.132375,0.716708333,-17.34291667,77.31916667,5.774708333,330.3583333,0.449083333,0,415,0.4018
2/15/2019,-3.755666667,-1.175666667,0.685375,-20.93416667,76.58041667,2.816083333,300.62125,0.501,0,407,0.4018
2/16/2019,-3.921833333,-1.307333333,0.674958333,-20.00375,79.30583333,1.691291667,174.68375,0.341208333,0,399,0.4017
2/17/2019,-3.85525,-1.379208333,0.644125,-17.58416667,78.72208333,3.774958333,343.1041667,0.429041667,0,393,0.4017
2/18/2019,-4.021208333,-1.407625,0.624291667,-20.20791667,77.35125,2.442041667,317.2666667,0.491041667,0,386,0.4017
2/19/2019,-4.149583333,-1.469125,0.605833333,-19.50333333,80.17083333,3.392666667,183.4208333,0.526541667,0,381,0.4017
2/20/2019,-3.831458333,-1.515958333,0.597083333,-10.479625,89.22916667,4.357916667,98.7425,0.290791667,0,391,0.4017
2/21/2019,-3.02525,-1.42825,0.561458333,-9.813333333,88.65,2.465291667,273.98,0.465333333,0,445,0.4016
2/22/2019,-2.688291667,-1.2675,0.561208333,-15.17041667,85.2125,1.825625,196.4583333,0.402083333,0,432,0.4016
2/23/2019,-2.401041667,-1.167666667,0.508,-9.5325,90.09166667,2.316458333,246.4583333,0.472791667,0,440,0.4016
2/24/2019,-2.630583333,-1.071958333,0.509875,-16.785,76.08333333,7.350666667,329.2666667,0.537875,0,452,0.4016
2/25/2019,-3.591208333,-1.131583333,0.486916667,-25.04,68.5325,1.93125,277.8875,0.530166667,0,442,0.4016
2/26/2019,-4.061916667,-1.346416667,0.47225,-21.3075,74.59666667,2.106625,192.9833333,0.402416667,0,435,0.4015
2/27/2019,-3.919916667,-1.462833333,0.483708333,-18.52208333,75.24958333,3.474416667,250.725,0.57525,0,436,0.4015
2/28/2019,-3.764166667,-1.527083333,0.445791667,-13.10916667,71.12083333,2.37075,237.8125,0.605083333,0,428,0.4015
3/1/2019,-3.507,-1.508,0.434375,-15.34041667,82.17541667,2.11325,209.9558333,0.497166667,0,421,0.4014
3/2/2019,-3.780875,-1.494791667,0.398291667,-21.23375,74.59875,3.085208333,306.9208333,0.637583333,0,416,0.4014
3/3/2019,-4.52975,-1.580166667,0.388541667,-23.10083333,70.37291667,3.584791667,288.2625,0.611583333,0,411,0.4014
3/4/2019,-4.689833333,-1.7225,0.381625,-16.91375,75.8725,4.819875,291.3416667,0.545208333,0,405,0.4014
3/5/2019,-4.283291667,-1.763291667,0.388875,-13.67083333,72.76791667,3.71875,279.4333333,0.619458333,0,401,0.4013
3/6/2019,-4.154291667,-1.758958333,0.338125,-17.27541667,78.76833333,2.505416667,241.8603333,0.654583333,0,396,0.4013
3/7/2019,-4.455875,-1.787666667,0.324166667,-19.9475,80.16875,1.975791667,185.9791667,0.624833333,0,391,0.4013
3/8/2019,-3.882666667,-1.822083333,0.321166667,-8.267875,84.95625,3.036458333,186.9583333,0.32425,0,474,0.4013
3/9/2019,-2.939791667,-1.667791667,0.295416667,-4.712791667,93.3,3.449333333,180.8994167,0.290208333,0,469,0.4013
3/10/2019,-2.371291667,-1.424875,0.307041667,-9.543916667,76.18416667,3.951166667,303.6083333,0.667833333,0,638,0.4013
3/11/2019,-2.395416667,-1.281083333,0.256208333,-14.530625,84.2875,3.248083333,198.525,0.715666667,0,612,0.4013
3/12/2019,-2.115208333,-1.184708333,0.264958333,-3.063041667,89.43333333,4.780833333,191.6083333,0.676166667,0,592,0.4058
3/13/2019,-1.536041667,-1.093916667,0.2575,-4.374,90.44583333,3.602625,134.5669167,0.497291667,0,567,0.4237
3/14/2019,-1.252833333,-0.93475,0.258875,-1.517375,91.34125,9.355375,234.1293333,0.51375,0,606,0.4427
3/15/2019,-1.285666667,-0.833583333,0.220375,-5.701166667,76.49458333,3.556833333,316.5875,0.752083333,0,651,0.4542
3/16/2019,-1.630833333,-0.771708333,0.206583333,-11.778,85.7375,1.964208333,209.4583333,0.739166667,0,628,0.4541
3/17/2019,-1.533208333,-0.732958333,0.210125,-5.467,85.11666667,1.935333333,280.5666667,0.753458333,0,616,0.4572
3/18/2019,-1.252375,-0.705041667,0.2125,-5.104166667,81.64,2.857583333,220.7375,0.656083333,0,604,0.4611
3/19/2019,-0.629,-0.650208333,0.222708333,-1.025541667,87.38458333,2.192541667,232.8083333,0.662416667,0,593,0.4648
3/20/2019,-0.1245,-0.578083333,0.203625,-0.216375,84.61541667,3.154541667,316.65,0.783083333,0,582,0.4648
3/21/2019,-0.162416667,-0.528875,0.1985,-0.275,83.51416667,2.839666667,290.8333333,0.798291667,0,500,0.4648
3/22/2019,-0.149083333,-0.470791667,0.197333333,-2.087375,84.42375,1.29175,222.9883333,0.819916667,0,437,0.4648
3/23/2019,-0.29525,-0.433333333,0.20825,-2.602125,90.96666667,2.913958333,181.5166667,0.7775,0,421,0.4648
3/24/2019,-0.252541667,-0.395666667,0.2285,-2.45225,77.65333333,5.031166667,101.5182917,0.748541667,0,396,0.4648
3/25/2019,-0.737083333,-0.383666667,0.205375,-5.063458333,72.86666667,1.64475,244.40375,0.835083333,0,392,0.4648
3/26/2019,-0.631,-0.39025,0.231833333,-1.076833333,86.5375,3.625916667,179.95,0.340958333,0,343,0.4648
3/27/2019,-0.253625,-0.38175,0.223916667,2.500125,91.32041667,2.814916667,250.2083333,0.61575,0,341,0.4648
3/28/2019,-0.125590909,-0.353318182,0.216590909,0.714625,78.92083333,3.075,209.2515,0.646541667,0,297,0.4648
3/29/2019,-0.139291667,-0.323416667,0.265708333,-0.047541667,78.56708333,4.9985,242.580375,0.555791667,0,296,0.4648
3/30/2019,-0.180208333,-0.300333333,0.27125,-3.139708333,62.27,3.571291667,199.8943333,0.758791667,0,265,0.4648
3/31/2019,-0.254708333,-0.314875,0.256708333,-1.449291667,87.9725,2.6155,165.795,0.32375,0,263,0.4645
4/1/2019,-0.150833333,-0.296208333,0.253708333,1.524,79.52541667,2.762375,245.3833333,0.697458333,0,271,0.4642
4/2/2019,-0.098125,-0.26775,0.277041667,1.508083333,70.98083333,5.159916667,290.0541667,0.680583333,0,210,0.4642
4/3/2019,-0.074875,-0.275041667,0.236666667,-0.674625,67.17708333,2.695583333,254.99425,0.881375,0,214,0.4648
4/4/2019,-0.101916667,-0.258666667,0.274666667,0.699916667,75.43791667,5.478625,166.7291667,0.362541667,0.010583333,211,0.4648
4/5/2019,0.000545455,-0.233318182,0.298136364,3.21225,94.89858333,3.627333333,129.9452917,0.265291667,0.03175,77,0.4648
4/6/2019,0.236958333,-0.226166667,0.292416667,4.618625,90.44166667,3.803625,82.59375,0.256541667,0.018,70,0.4648
4/7/2019,1.421833333,-0.221041667,0.289416667,7.372375,89.99625,2.065791667,212.6970417,0.544541667,0.061333333,46,0.4648
4/8/2019,2.095416667,-0.199958333,0.306208333,7.003541667,84.745,2.758708333,219.46025,0.522625,0.062458333,0,0.4648
4/9/2019,0.337791667,-0.132916667,0.297416667,-1.674166667,77.62666667,5.237958333,94.95458333,0.490083333,0,0,0.4609
4/10/2019,-0.068833333,-0.163541667,0.291375,-0.794375,75.75041667,4.746625,71.38708333,0.38025,0,0,0.4542
4/11/2019,-0.056416667,-0.162041667,0.297583333,-0.916333333,75.65125,7.943291667,61.33875,0.248333333,0,0,0.4491
4/12/2019,-0.065375,-0.187583333,0.263,-1.648791667,92.4375,6.663708333,148.9637083,0.640208333,0.0635,130,0.4448
4/13/2019,-0.044666667,-0.188958333,0.253708333,-0.813291667,71.13041667,2.451625,267.4416667,1.009166667,0,129,0.4427
4/14/2019,-0.0195,-0.1615,0.283625,0.121291667,79.2025,3.503625,176.1,0.938041667,0,99,0.4427
4/15/2019,0.418916667,-0.160958333,0.301958333,2.788458333,83.5375,5.480666667,184.2291667,0.593208333,0.010583333,26,0.4438
4/16/2019,2.669333333,-0.154291667,0.297208333,9.181541667,65.605,1.782208333,233.5541667,0.824625,0,0,0.4435
4/17/2019,3.3365,-0.138458333,0.3235,7.725416667,89.165,2.469125,143.2945833,0.176041667,0.296333333,0,0.4344
4/18/2019,4.290375,-0.165666667,0.271875,8.058458333,73.4725,3.029708333,242.92025,0.973416667,0,0,0.4148
4/19/2019,4.880375,-0.149958333,0.290458333,9.699333333,73.59458333,4.319958333,201.575,0.830416667,0,0,0.3944
4/20/2019,6.873916667,-0.163208333,0.2735,11.27516667,74.53166667,3.704083333,119.27975,0.606458333,0.03175,0,0.3833
4/21/2019,7.244166667,-0.133333333,0.312958333,11.72408333,70.275,2.915041667,80.625,0.653333333,0.084666667,0,0.3778
4/22/2019,6.9805,-0.132791667,0.299916667,10.81233333,67.9975,2.291458333,188.8493333,0.995875,0,0,0.3717
4/23/2019,7.001166667,-0.12975,0.304375,11.18875,67.9725,3.361375,217.2833333,0.650083333,0,0,0.3675
4/24/2019,9.20125,-0.114083333,0.297458333,14.75525,54.6125,3.583916667,254.1362083,0.940916667,0,0,0.3638
4/25/2019,6.678958333,-0.054125,0.328166667,10.09866667,50.7125,5.123875,313.3666667,1.013583333,0,0,0.3605
4/26/2019,5.232875,-0.047208333,0.314041667,6.424333333,63.37333333,2.906,175.8349583,1.000875,0,0,0.3575
4/27/2019,5.460791667,-0.019,0.329708333,6.836791667,57.91708333,2.710875,57.48375,0.743208333,0,0,0.355
4/28/2019,3.347625,0.014875,0.367583333,4.138583333,73.42208333,3.912916667,124.6295833,0.270625,0.34925,0,0.3527
4/29/2019,2.876333333,0.004291667,0.362541667,3.148791667,87.37791667,5.517458333,55.0825,0.250125,0.497416667,0,0.3514
4/30/2019,3.425041667,0.010416667,0.349125,4.02625,81.71125,2.550166667,91.83295833,0.3985,0,0,0.3583
5/1/2019,3.712541667,0.0715,0.35375,3.966208333,91.8,2.109666667,81.4675,0.219291667,0.074083333,0,0.3603
5/2/2019,5.957666667,0.175916667,0.317458333,7.077666667,73.455,2.097583333,241.5708333,0.89,0.042333333,0,0.3645
5/3/2019,6.204291667,0.514666667,0.350958333,8.647583333,70.34916667,3.960666667,205.5125,0.585,0.03175,0,0.373
5/4/2019,4.963791667,0.769375,0.371541667,6.969666667,63.21666667,3.818875,260.6708333,0.409916667,0,0,0.3694
5/5/2019,4.744458333,0.756291667,0.34625,4.966958333,64.71916667,3.873666667,127.91,0.957458333,0,0,0.3659
5/6/2019,3.695875,0.832625,0.34775,2.423333333,69.65416667,3.147541667,155.5310417,0.912708333,0,0,0.3625
5/7/2019,5.476541667,0.822291667,0.335833333,5.804708333,59.71875,1.084625,174.525,1.093791667,0,0,0.3555
5/8/2019,6.785291667,1.288041667,0.351083333,8.898916667,61.375,2.920125,127.0879167,0.529125,0,0,0.3568
5/9/2019,6.196833333,1.567083333,0.3605,7.168916667,57.29416667,5.496916667,220.4275,1.148708333,0,0,0.3549
5/10/2019,6.629416667,1.625333333,0.357208333,8.680166667,50.19125,3.698791667,224.9375,1.033166667,0,0,0.3529
5/11/2019,8.731625,2.001708333,0.4365,12.14145833,61.08208333,5.201291667,190.9666667,0.754625,0,0,0.3503
5/12/2019,9.7865,2.511958333,0.503041667,11.72141667,73.02125,2.448666667,206.075,0.787666667,0,0,0.347
5/13/2019,11.91479167,3.205666667,0.6545,15.72616667,59.69583333,3.88225,195.0208333,0.963583333,0,0,0.3459
5/14/2019,12.11291667,4.195,0.977583333,16.12541667,49.78666667,3.618333333,108.1745833,0.831958333,0,0,0.3434
5/15/2019,11.26158333,4.927041667,1.568958333,15.832,45.92,4.709958333,158.5979167,0.817125,0,0,0.3406
5/16/2019,10.35970833,5.593916667,2.177416667,11.36475,59.71333333,6.414125,122.55925,0.983833333,0,0,0.3382
5/17/2019,8.021541667,5.831083333,2.77875,9.801041667,42.6775,4.853208333,60.83666667,0.728708333,0,0,0.3363
5/18/2019,7.780208333,5.755041667,3.179416667,10.50875,46.48916667,7.313875,60.84541667,0.40775,0,0,0.3351
5/19/2019,7.866291667,5.641958333,3.470958333,10.28504167,38.02083333,5.785125,57.76583333,0.774833333,0,0,0.3338
5/20/2019,10.05516667,5.677666667,3.650916667,12.31166667,37.78083333,2.262666667,189.8245833,1.150666667,0,0,0.3319
5/21/2019,10.84004167,6.283125,3.849,14.74295833,37.46541667,4.289875,106.5108333,0.872291667,0,0,0.3295
5/22/2019,9.2675,6.869208333,4.143416667,9.597916667,85.04333333,6.725416667,75.208625,0.197208333,0.550333333,0,0.3269
5/23/2019,10.60333333,6.956833333,4.445125,11.65308333,79.48666667,4.102625,165.9507917,0.712208333,0,0,0.328
5/24/2019,10.58833333,7.359375,4.715875,11.09641667,91.7,3.934041667,135.9028333,0.248958333,1.038208333,0,0.3339
5/25/2019,12.06625,7.795041667,4.897041667,12.48541667,78.45875,2.828166667,267.1129167,0.691958333,0.010583333,0,0.3583
5/26/2019,11.13625,8.25375,5.193416667,10.70208333,83.46708333,4.224375,113.67125,0.540958333,0,0,0.3603
5/27/2019,11.13291667,8.3275,5.417625,11.172,80.47916667,4.52975,72.96125,0.689083333,0,0,0.3395
5/28/2019,13.562125,8.467916667,5.635916667,14.94383333,59.65458333,1.329958333,269.7125,1.184291667,0,0,0.3625
5/29/2019,16.34,9.224090909,5.874409091,19.70375,46.435,1.351416667,230.3016667,1.091625,0,0,0.3568
5/30/2019,17.88208333,10.26125,6.166875,24.55416667,40.53916667,3.160208333,266.6220833,1.05625,0,0,0.3503
5/31/2019,15.32125,11.08125,6.649416667,17.74041667,45.14708333,5.230791667,166.6457083,0.95375,0,0,0.3433
6/1/2019,13.61458333,11.03,7.125208333,14.24483333,44.22708333,2.990666667,197.67025,0.96325,0,0,0.3314
6/2/2019,14.42875,10.9,7.442708333,14.22075,40.865,1.741666667,85.9475,1.034166667,0,0,0.3302
6/3/2019,17.08083333,11.10125,7.648208333,21.94125,42.07041667,4.169083333,177.6166667,1.069208333,0,0,0.3229
6/4/2019,20.7475,11.94833333,7.873166667,25.34416667,54.59875,4.529708333,187.2439167,0.985666667,0,0,0.3173
6/5/2019,19.71416667,12.97416667,8.241916667,20.97416667,50.72958333,2.882166667,237.7131667,1.195375,0.010583333,0,0.3147
6/6/2019,20.3425,13.55333333,8.664583333,22.67125,46.91166667,2.270291667,221.26875,1.205291667,0,0,0.3089
6/7/2019,21.37583333,14.1375,9.107083333,26.95875,44.125,6.216333333,175.1041667,1.0825,0,0,0.2985
6/8/2019,19.6675,14.97333333,9.63,20.62666667,78.24791667,4.13575,245.49375,0.371583333,1.514458333,0,0.2943
6/9/2019,16.37875,15.11875,10.08541667,15.27708333,64.72375,3.3775,313.1375,0.966958333,0,0,0.3158
6/10/2019,16.50458333,14.46958333,10.38125,15.685,60.53625,2.45925,228.5177083,1.11325,0,0,0.3113
6/11/2019,16.03291667,14.24375,10.52666667,16.62375,56.79666667,3.937,123.4815833,0.873791667,0,0,0.3058
6/12/2019,15.3275,13.92333333,10.58916667,13.66758333,43.98833333,2.839583333,145.3852917,1.244833333,0,0,0.3162
6/13/2019,16.15541667,13.72708333,10.65208333,17.61875,44.98,4.252375,195.4291667,1.122416667,0,0,0.31
6/14/2019,19.2925,13.99041667,10.71333333,20.45458333,71.58208333,2.73025,145.81,1.110458333,0.550333333,0,0.31
6/15/2019,16.80458333,14.715,10.86625,15.38208333,77.895,3.243791667,104.1416667,0.312708333,0.275166667,0,0.3264
6/16/2019,15.74541667,14.49708333,11.10333333,14.13208333,85.63875,2.187916667,184.4233333,0.325625,0.021166667,0,0.3352
6/17/2019,15.03291667,14.15416667,11.21875,14.0275,89.23125,3.002208333,291.619,0.255708333,0,0,0.3301
6/18/2019,17.72083333,13.85708333,11.26166667,16.8425,74.515,1.849875,126.6731667,1.066875,0,0,0.3241
6/19/2019,18.69083333,14.32708333,11.295,17.82,70.965,1.830416667,134.38875,0.82475,0.042333333,0,0.318
6/20/2019,17.69083333,14.76791667,11.40708333,17.71416667,73.27416667,2.691458333,149.9408333,0.548,0,0,0.3213
6/21/2019,16.64208333,14.70958333,11.54916667,17.29791667,80.8475,3.747083333,121.02375,0.320666667,0.010583333,0,0.3161
6/22/2019,17.7725,14.64875,11.68958333,17.42875,88.37208333,4.395791667,172.1416667,0.528083333,0.074083333,0,0.3562
6/23/2019,19.38666667,14.83125,11.77625,19.6575,69.025,2.013416667,238.1416667,1.095583333,0,0,0.3422
6/24/2019,20.10833333,15.33583333,11.84291667,19.2875,73.02208333,1.459083333,223.10875,0.679208333,0,0,0.333
6/25/2019,19.60083333,15.67708333,12.01875,19.95083333,65.34541667,3.203125,286.6208333,0.864875,0,0,0.3333
6/26/2019,20.37416667,15.81208333,12.24375,22.74625,49.28041667,2.442333333,238.805375,1.159333333,0,0,0.3153
6/27/2019,19.92333333,16.0575,12.39291667,19.76041667,76.62708333,1.609,100.02125,0.565916667,0,0,0.3334
6/28/2019,20.895,16.2075,12.58291667,20.49416667,78.38583333,1.889791667,104.1354167,0.838708333,0,0,0.3521
6/29/2019,20.02916667,16.49458333,12.75833333,20.94125,82.76916667,3.049958333,148.6666667,0.453041667,0.148166667,0,0.3375
6/30/2019,22.80875,16.72083333,12.9475,24.3625,65.48708333,2.1675,240.85125,1.032958333,0,0,0.3339
7/1/2019,22.55041667,17.2225,13.10291667,22.2925,59.28708333,1.545125,283.7175,1.100708333,0,0,0.3085
7/2/2019,22.83166667,17.52625,13.36166667,23.77708333,61.85375,2.282541667,266.8125,1.088625,0,0,0.3194
7/3/2019,22.22708333,17.94208333,13.61833333,19.71291667,81.67,1.877666667,121.02875,0.846125,1.006458333,0,0.3154
7/4/2019,22.23958333,18.18125,13.92791667,19.6275,76.73958333,1.984,120.5049583,1.0185,0,0,0.3216
7/5/2019,22.1225,18.34,14.1825,20.40125,71.50041667,1.772916667,140.6379167,0.808958333,0,0,0.3199
7/6/2019,21.26916667,18.25875,14.34541667,18.44708333,62.07541667,1.552333333,220.2212917,1.19375,0,0,0.3169
7/7/2019,21.50625,18.11958333,14.48333333,19.38583333,70.27541667,1.15325,177.1329167,1.068041667,0,0,0.2995
7/8/2019,22.19583333,18.24458333,14.57916667,22.53333333,81.035,4.07575,169.334625,0.809083333,1.164166667,0,0.2935
7/9/2019,20.61625,18.69458333,14.82541667,18.76458333,96.4875,1.866583333,156.1779167,0.218583333,1.04775,0,0.3812
7/10/2019,20.79958333,18.5675,14.99458333,20.59083333,82.65166667,4.180375,273.8510417,0.796291667,0.4445,0,0.3724
7/11/2019,21.685,18.45708333,15.11541667,21.58208333,80.66083333,2.923708333,209.0458333,1.1095,0,0,0.3636
7/12/2019,23.80375,18.72,15.12041667,22.66375,80.19208333,2.082541667,221.6443333,1.047291667,0,0,0.3275
7/13/2019,23.70666667,19.09958333,15.22875,22.3375,81.54708333,1.443166667,159.6170833,1.057583333,0,0,0.3238
7/14/2019,24.63208333,19.43083333,15.3625,24.48333333,85.91666667,2.236833333,160.9641667,0.867166667,0.010583333,0,0.3188
7/15/2019,25.39375,19.84041667,15.57416667,25.41041667,75.81416667,2.508208333,251.7833333,1.025333333,0,0,0.311
7/16/2019,24.49666667,20.15375,15.80083333,22.25083333,76.11291667,1.283958333,281.83625,1.0005,0,0,0.327
7/17/2019,23.40541667,20.20041667,16.00875,22.14291667,84.34125,1.963833333,192.19375,0.77075,0.254,0,0.2983
7/18/2019,23.59958333,20.18541667,16.18041667,23.01625,77.15166667,2.534166667,231.3166667,1.034458333,0.074083333,0,0.2939
7/19/2019,22.2075,20.19916667,16.32375,20.94625,77.95375,2.041416667,248.8416667,0.640333333,0.052916667,0,0.2931
7/20/2019,22.23125,19.91416667,16.42541667,20.58541667,66.47333333,1.999166667,264.2045833,1.085791667,0,0,0.2995
7/21/2019,21.435,19.73583333,16.48833333,17.93625,74.78833333,1.892916667,246.6565417,1.007333333,0,0,0.3027
7/22/2019,20.89458333,19.4025,16.48375,18.3875,70.67416667,1.156416667,275.1175,1.02125,0,0,0.279
7/23/2019,21.96583333,19.20375,16.45458333,20.66458333,72.77833333,0.665166667,219.475,1.041041667,0,0,0.2737
7/24/2019,22.52083333,19.33291667,16.44833333,21.15166667,75.60666667,2.141708333,170.0375,1.02025,0,0,0.2686
7/25/2019,22.50041667,19.5325,16.44583333,22.49041667,77.92583333,2.709291667,215.7333333,0.765833333,0.148166667,0,0.2657
7/26/2019,21.69083333,19.64666667,16.53,20.62083333,72.54833333,2.887416667,263.0708333,0.9975,0,0,0.2749
7/27/2019,23.08583333,19.54,16.55958333,21.975,72.98291667,1.7835,265.2166667,1.086541667,0,0,0.2618
7/28/2019,21.36458333,19.71791667,16.62,19.90333333,84.865,2.014958333,210.8666667,0.429666667,0.1905,0,0.258
7/29/2019,19.89708333,19.46166667,16.66041667,17.31708333,69.8925,3.087291667,303.05475,1.060708333,0,0,0.2553
7/30/2019,19.49958333,18.9825,16.68458333,15.53533333,74.43916667,1.106791667,183.9666667,1.108,0,0,0.2512
7/31/2019,20.78083333,18.72208333,16.58625,19.60708333,77.57333333,2.69475,160.4291667,0.930166667,0,0,0.2423
8/1/2019,23.35333333,18.93833333,16.53458333,23.22291667,81.97083333,1.818916667,184.6,0.896875,0,0,0.244
8/2/2019,24.835,19.47416667,16.4775,23.63958333,79.60416667,1.440208333,142.65375,1.002333333,0,0,0.2404
8/3/2019,24.56791667,20.02,16.60541667,22.86458333,79.32958333,1.923291667,177.325,1.008708333,0,0,0.2374
8/4/2019,23.98916667,20.35583333,16.82708333,23.5325,80.72916667,1.97475,208.9570833,0.852333333,0.105833333,0,0.2335
8/5/2019,23.14208333,20.48041667,16.97041667,21.62916667,73.10583333,2.164708333,296.2083333,0.997541667,0.243416667,0,0.2306
8/6/2019,22.7725,20.385,17.14083333,21.8225,74.16458333,2.080166667,240.583125,0.971583333,0.169333333,0,0.2258
8/7/2019,21.16125,20.30875,17.25083333,18.2625,76.45625,2.592166667,314.3375,0.846166667,0.0635,0,0.2222
8/8/2019,19.57541667,19.80375,17.28333333,16.60375,65.77875,2.319125,297.8541667,1.056083333,0,0,0.219
8/9/2019,20.20458333,19.24541667,17.23875,17.74041667,72.0075,1.484708333,201.3458333,0.974416667,0,0,0.2157
8/10/2019,21.81333333,19.12166667,17.11833333,20.44416667,79.15041667,1.4625,179.8110417,0.860125,0,0,0.2136
8/11/2019,21.56916667,19.35291667,17.00083333,19.57791667,75.30916667,2.282958333,77.53245833,0.812458333,0.22225,0,0.2099
8/12/2019,18.48708333,19.37291667,17.05916667,14.99208333,91.6,1.9965,85.84625,0.227208333,0.9525,0,0.2105
8/13/2019,17.76833333,18.75416667,17.08708333,15.71416667,91.77166667,1.825875,87.21125,0.21125,0.656166667,0,0.2338
8/14/2019,18.97833333,18.25833333,16.99,17.89,73.42125,1.543875,272.7,0.706541667,0,0,0.2496
8/15/2019,18.00333333,18.21041667,16.85875,16.60333333,88.80458333,2.018416667,206.8916667,0.387166667,0.211666667,0,0.2287
8/16/2019,19.72458333,17.98541667,16.70458333,19.56,75.62083333,1.865375,240.3791667,0.948041667,0,0,0.2528
8/17/2019,20.06375,18.21083333,16.60333333,19.16125,78.91583333,2.62675,246.8083333,0.683333333,0.211666667,0,0.2512
8/18/2019,18.14708333,18.29958333,16.61,16.21791667,67.78,2.556958333,270.3666667,0.927375,0,0,0.2775
8/19/2019,20.105,17.95041667,16.525,20.29291667,71.11583333,2.087083333,217.8375,0.954416667,0,0,0.2748
8/20/2019,20.4275,18.19458333,16.44958333,19.27833333,72.33541667,3.021416667,188.182125,0.946125,0.232833333,0,0.2564
8/21/2019,18.71708333,18.24708333,16.48208333,15.7975,69.53875,1.650541667,204.93375,0.880291667,0,0,0.2528
8/22/2019,19.42666667,17.99333333,16.46625,16.72916667,71.33625,1.341708333,197.8916667,0.993166667,0,0,0.2492
8/23/2019,18.90375,17.93708333,16.43041667,17.30208333,73.82916667,2.641958333,160.6958333,0.857791667,0,0,0.2455
8/24/2019,20.21416667,17.89416667,16.37833333,20.75083333,72.345,4.419916667,172.1833333,0.863958333,0,0,0.2417
8/25/2019,18.26291667,18.0425,16.37291667,17.75208333,86.44125,4.156291667,177.9875,0.207541667,0.814916667,0,0.2573
8/26/2019,17.80791667,17.84666667,16.38333333,16.52,91.72916667,2.355625,255.7583333,0.279208333,0.645583333,0,0.2481
8/27/2019,15.59041667,17.50333333,16.36291667,14.055,82.61833333,3.738583333,295,0.41,0.084666667,0,0.2528
8/28/2019,16.37958333,16.87666667,16.2525,16.14125,65.88708333,3.2875,275.2833333,0.90175,0,0,0.2554
8/29/2019,16.50208333,16.68791667,16.10125,15.55791667,67.84583333,3.760125,287.2958333,0.818125,0.021166667,0,0.2528
8/30/2019,16.17625,16.425,15.92916667,14.2055,70.48375,1.47875,271.5708333,0.814,0,0,0.2623
8/31/2019,17.83458333,16.28833333,15.74791667,17.44666667,71.9025,2.473125,186.5708333,0.752625,0,0,0.2489
9/1/2019,17.87208333,16.54666667,15.63708333,17.07208333,83.89583333,1.645958333,193.00175,0.377666667,0,0,0.2454
9/2/2019,15.85083333,16.67333333,15.67916667,13.20616667,88.33166667,2.397916667,116.8213333,0.325666667,0.560916667,0,0.2431
9/3/2019,15.11583333,16.31125,15.60666667,14.10291667,83.06333333,3.59225,275.1211667,0.367708333,0.010583333,0,0.2499
9/4/2019,14.94916667,15.84,15.49875,13.61854167,80.2675,2.306666667,203.6458333,0.805416667,0,0,0.2496
9/5/2019,16.35166667,15.74125,15.3725,16.51666667,87.37125,3.140708333,222.9076667,0.361,0,0,0.2462
9/6/2019,16.5925,15.77875,15.20958333,15.96458333,74.57708333,2.361666667,268.271,0.8095,0,0,0.2437
9/7/2019,14.05833333,15.7675,15.17375,11.54875,75.62375,2.938083333,81.23875,0.282458333,0,0,0.2414
9/8/2019,15.83458333,15.3875,15.08166667,13.29666667,71.935,2.188583333,102.195,0.622,0,0,0.2401
9/9/2019,14.23833333,15.34958333,14.97208333,12.35208333,94.675,3.448833333,101.5291667,0.080041667,1.2065,0,0.2511
9/10/2019,15.15541667,15.09875,14.86708333,13.89,88.78875,2.133916667,228.2662917,0.34125,0.010583333,0,0.2948
9/11/2019,15.52541667,15.13125,14.77458333,13.80041667,88,4.06175,62.43625,0.294083333,0,0,0.292
9/12/2019,13.88291667,15.15958333,14.70583333,10.91958333,94.1125,4.814208333,105.70125,0.189958333,0.66675,0,0.2983
9/13/2019,13.45125,14.74666667,14.59958333,12.23625,80.32833333,3.768166667,303.8041667,0.561833333,0.074083333,0,0.317
9/14/2019,13.98125,14.41041667,14.49541667,13.22408333,86.44375,2.477375,166.0375,0.518541667,0,0,0.3042
9/15/2019,16.8,14.40416667,14.3175,18.29583333,79.45083333,1.779875,172.9916667,0.7255,0,0,0.2914
9/16/2019,20.12708333,14.98333333,14.22791667,23.42791667,79.85166667,4.011666667,174.9666667,0.67575,0,0,0.2843
9/17/2019,21.88208333,15.9525,14.27375,25.42708333,74.40291667,4.930541667,175.1541667,0.582916667,0,0,0.2779
9/18/2019,20.57833333,16.80708333,14.49083333,22.38958333,71.36916667,4.475625,230.3166667,0.574916667,0,0,0.2725
9/19/2019,19.88541667,16.97,14.69625,18.58583333,81.70916667,1.954166667,121.3020833,0.619875,0,0,0.2749
